code,product_definition,description,cetane_octane,oxygenated_rbob_type,oxygenate_percent,comments_,requester,date_code_assigned
CA5,MIDGRADE,CG,88,M,,,VG SMITH,6-Nov-98
CA6,MIDGRADE,CG,88,M,,,VG SMITH,6-Nov-98
CA7,MIDGRADE,CG,87,A,7.8,,RANDY THOMPSON,3-Dec-03
CA8,MIDGRADE,CG,89,N,,,LINDA  GILPATRICK,21-Nov-94
CA9,MIDGRADE,CG,89,N,,,LINDA  GILPATRICK,21-Nov-94
CAA,MIDGRADE,CG,88,A,10,,JOHN ROWLEY,17-Apr-98
CAB,MIDGRADE,CG,87,A,10,,JOHN ROWLEY,17-Apr-98
CAC,MIDGRADE,CG,90.5,A,10,,JOHN ROWLEY,17-Apr-98
CAF,MIDGRADE,CG,89,N,,,ANNETTE HUNTER,4-May-98
CAI,MIDGRADE,CG,88,A,10,10% OXY/50% UNL REG/40% SUBGRADE,LEIGH ANN HUTCHINGS,2-Nov-94
CAJ,MIDGRADE,CG,88,A,10,,VG SMITH,5-Feb-99
CAL,MIDGRADE,CG,89,N,,,VG SMITH,22-Apr-99
CAM,MIDGRADE,CG,89,N,,,VG SMITH,22-Apr-99
CAN,MIDGRADE,CG,89,N,,,VG SMITH,22-Apr-99
CAQ,MIDGRADE,CG,87,N,,,JUNE MALONE,11-May-99
CAR,MIDGRADE,CB,89,M,10,TP MUL 89 RVP>7.8 CONV ETOH 3.5-4.0 PX,Nathan Wyzorowski,8-Apr-16
CAS,MIDGRADE,CB,89,M,10,TP MUL 89 RVP 8.8 CONV ETOH 3.5-4.0 PX,Nathan Wyzorowski,8-Apr-16
CAU,MIDGRADE,CG - CBG,89,M,,AZ CBG,VG SMITH,14-Jun-99
CAX,MIDGRADE,CG - CBG,89,M,,AZ CBG,VG SMITH,14-Jun-99
CAY,MIDGRADE,CG,88,A,10,,RICH KLAWUNN,12-Mar-08
CB1,MIDGRADE,CG,89,N,,,LINDA  GILPATRICK,21-Nov-94
CB3,MIDGRADE,CG,89,O,,,LINDA  GILPATRICK,21-Nov-94
CB5,MIDGRADE,CG,88,N,,,JERRY HINSON,29-Dec-94
CB6,MIDGRADE,CG,88,A,7.8,,JERRY HINSON,10-Jan-95
CB8,MIDGRADE,CG-CARB,89,O,,CARB,,
CB9,MIDGRADE,CG - CBG,89,N,,AZ CBG,DEBBIE MANSELL,31-Mar-00
CBB,MIDGRADE,CG - CBG,89,A,5.7,AZ CBG,VG SMITH,14-Jun-99
CBC,MIDGRADE,CG - CBG,89,A,10,AZ CBG,VG SMITH,14-Jun-99
CBD,MIDGRADE,CG - CBG,89,A,10,AZ CBG,VG SMITH,14-Jun-99
CBE,MIDGRADE,CG - CBG,89,N,,AZ CBG,TRACY CROCKER,7-Oct-10
CBG,MIDGRADE,CG,89,A,10,,VG SMITH,19-Aug-99
CBM,MIDGRADE,CG - CBG,89,N,,AZ CBG,HOLT DAVIS,7-Nov-06
CBN,MIDGRADE,CG - CBG,89,N,,AZ CBG,HOLT DAVIS,17-Nov-06
CBO,MIDGRADE,CG-CBOB,90.5,N,,,MARGARET WARD,27-Apr-16
CBP,MIDGRADE,CG-CBOB,90.5,N,,,MARGARET WARD,27-Apr-16
CE1,MIDGRADE,EUROPEAN GASOLINE,95,N,,EUROPEAN PRODUCT,MARTIN SISSING_JEAN-YVES GONSALVES,2-Jul-12
CE2,MIDGRADE,EUROPEAN GASOLINE,95,N,,EUROPEAN PRODUCT,MARTIN SISSING_JEAN-YVES GONSALVES,2-Jul-12
CE3,MIDGRADE,EUROPEAN GASOLINE,95,N,,EUROPEAN PRODUCT,MARTIN SISSING_JEAN-YVES GONSALVES,2-Jul-12
CE4,MIDGRADE,EUROPEAN GASOLINE w/5% ETHANOL,95,A,5,EUROPEAN PRODUCT -ETHANOL5% (aka BIO 5%),MARTIN SISSING_JEAN-YVES GONSALVES,2-Jul-12
CE5,MIDGRADE,EUROPEAN GASOLINE w/5% ETHANOL,95,A,5,EUROPEAN PRODUCT -ETHANOL5% (aka BIO 5%),MARTIN SISSING_JEAN-YVES GONSALVES,2-Jul-12
CE6,MIDGRADE,EUROPEAN GASOLINE w/5% ETHANOL,95,A,5,EUROPEAN PRODUCT -ETHANOL5% (aka BIO 5%),MARTIN SISSING_JEAN-YVES GONSALVES,2-Jul-12
CE7,MIDGRADE,EUROPEAN GASOLINE w/10% ETHANOL,95,A,10,EUROPEAN PRODUCT -ETHANOL10% (aka BIO 10%),MARTIN SISSING_JEAN-YVES GONSALVES,2-Jul-12
CE8,MIDGRADE,EUROPEAN GASOLINE w/10% ETHANOL,95,A,10,EUROPEAN PRODUCT -ETHANOL10% (aka BIO 10%),MARTIN SISSING_JEAN-YVES GONSALVES,2-Jul-12
CE9,MIDGRADE,EUROPEAN GASOLINE w/10% ETHANOL,95,A,10,EUROPEAN PRODUCT -ETHANOL10% (aka BIO 10%),MARTIN SISSING_JEAN-YVES GONSALVES,2-Jul-12
CF1,MIDGRADE,EURO 95 10 PPM + ADD. B2B + BIO Additized,95,,,EURO 95 10 PPM + ADD. B2B + BIO 100%,Ralph Weimann,7-Jul-16
CF2,MIDGRADE,DIESEL 10 PPM + ADD. B2B + BIO Additized,89,,,DIESEL 10 PPM + ADD. B2B + BIO 100%,Ralph Weimann,7-Jul-16
CGH,MIDGRADE,CG,88,N,,TOP TIER ADDITIZED,TONY PATAK,25-Sep-14
CM1,MIDGRADE,CG - GPA,87,N,,GPA GASOLINE,RANDY THOMPSON,
CM2,MIDGRADE,CG - GPA,87,N,,GPA GASOLINE,RANDY THOMPSON,
CM3,MIDGRADE,CG - GPA,87,N,,GPA GASOLINE,RANDY THOMPSON,
CM4,MIDGRADE,CG - GPA,87,A,10,GPA GASOLINE,RANDY THOMPSON,
CM5,MIDGRADE,CG - GPA,88,N,,GPA GASOLINE,BARRY DUFFIN,24-Aug-04
CM6,MIDGRADE,CG - GPA,88,N,,GPA GASOLINE,BARRY DUFFIN,24-Aug-04
CM7,MIDGRADE,CG - GPA,88,N,,GPA GASOLINE,BARRY DUFFIN,24-Aug-04
CM8,MIDGRADE,CG - GPA,88,N,,GPA GASOLINE,BARRY DUFFIN,24-Aug-04
CM9,MIDGRADE,CG - GPA,88,N,,GPA GASOLINE,BARRY DUFFIN,24-Aug-04
CMA,MIDGRADE,CG - GPA,88,N,,GPA GASOLINE,BARRY DUFFIN,24-Aug-04
CMB,MIDGRADE,CG - GPA,87,N,,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
CMC,MIDGRADE,CG - GPA,87,N,,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
CMD,MIDGRADE,CG - GPA,87,N,,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
CME,MIDGRADE,CG - GPA,87,N,,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
CMF,MIDGRADE,CG - GPA,87,N,,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
CMG,MIDGRADE,CG - GPA,87,N,,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
CMH,MIDGRADE,CG - GPA,87,A,7.8,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
CMJ,MIDGRADE,CG - GPA,87,A,7.8,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
CMK,MIDGRADE,CG - GPA,87,A,10,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
CML,MIDGRADE,CG - GPA,87,A,10,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
CMM,MIDGRADE,CG - GPA,87,A,7.8,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
CMN,MIDGRADE,CG - GPA,87,A,7.8,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
CMO,MIDGRADE,CG - GPA,87,A,10,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
CMP,MIDGRADE,CG - GPA,87,A,10,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
CMQ,MIDGRADE,CG - GPA,89,N,,GPA GASOLINE,BARRY DUFFIN,17-Sep-04
CMR,MIDGRADE,CG - GPA,89,N,,GPA GASOLINE,BARRY DUFFIN,17-Sep-04
CMS,MIDGRADE,CG - GPA,89,N,,GPA GASOLINE,BARRY DUFFIN,17-Sep-04
CMT,MIDGRADE,CG - GPA,89,N,,GPA GASOLINE,BARRY DUFFIN,17-Sep-04
CMU,MIDGRADE,CG - GPA,89,N,,GPA GASOLINE,BARRY DUFFIN,17-Sep-04
CMV,MIDGRADE,CG - GPA,89,N,,GPA GASOLINE,BARRY DUFFIN,17-Sep-04
CMW,MIDGRADE,CG - GPA,89,N,,GPA GASOLINE - OVERADDITIZED,BARRY DUFFIN,17-Sep-04
CMX,MIDGRADE,CG - GPA,89,N,,GPA GASOLINE - OVERADDITIZED,BARRY DUFFIN,17-Sep-04
CMY,MIDGRADE,CG - GPA,89,A,7.8,GPA GASOLINE,BARRY DUFFIN,17-Sep-04
CMZ,MIDGRADE,CG - GPA,89,A,7.8,GPA GASOLINE,BARRY DUFFIN,17-Sep-04
CN1,MIDGRADE,CG,,N,,,,2-Nov-94
CN2,MIDGRADE,CG,87,N,,,LISA WILLIAMS,23-Nov-10
CN3,MIDGRADE,CG,89,A,,89 OCT CONV 3.5 W OETOH 8.8 RVP,AJ MEADE,22-Feb-12
CN4,MIDGRADE,CG,87,N,,,RANDY THOMPSON,26-Apr-04
CN5,MIDGRADE,CG,87,A,10,,MANSOOR AHMAD,20-May-04
CN6,MIDGRADE,CG,87,A,10,OVERADDITIZED,LISA WILLIAMS,25-Jan-10
CN7,MIDGRADE,CG,87,A,10,OVERADDITIZED,LISA WILLIAMS,25-Jan-10
CN8,MIDGRADE,CG,87,A,10,OVERADDITIZED,LISA WILLIAMS,25-Jan-10
CN9,MIDGRADE,CG,90,N,,,LISA WILLIAMS,25-Feb-13
CP2,MIDGRADE,CG - GPA,89,A,10,GPA GASOLINE,BARRY DUFFIN,17-Sep-04
CP3,MIDGRADE,CG - GPA,89,A,7.8,GPA GASOLINE,BARRY DUFFIN,17-Sep-04
CP4,MIDGRADE,CG - GPA,89,A,7.8,GPA GASOLINE,BARRY DUFFIN,17-Sep-04
CP5,MIDGRADE,CG - GPA,89,A,10,GPA GASOLINE,BARRY DUFFIN,17-Sep-04
CP6,MIDGRADE,CG - GPA,89,A,10,GPA GASOLINE,BARRY DUFFIN,17-Sep-04
CP7,MIDGRADE,CG - GPA,89,A,7.8,GPA GASOLINE - OVERADDITIZED,BARRY DUFFIN,17-Sep-04
CP8,MIDGRADE,CG - GPA,89,A,7.8,GPA GASOLINE - OVERADDITIZED,BARRY DUFFIN,17-Sep-04
CP9,MIDGRADE,CG - GPA,89,A,10,GPA GASOLINE - OVERADDITIZED,BARRY DUFFIN,17-Sep-04
CPA,MIDGRADE,CG - GPA,89,A,10,GPA GASOLINE - OVERADDITIZED,BARRY DUFFIN,17-Sep-04
CPB,MIDGRADE,CG - GPA,88,N,,GPA GASOLINE,RANDY THOMPSON,8-Oct-04
CPC,MIDGRADE,CG - GPA,88,A,8,GPA GASOLINE,RANDY THOMPSON,8-Oct-04
CPD,MIDGRADE,CG - GPA,87,A,10,GPA GASOLINE,RANDY THOMPSON,13-Apr-05
CPE,MIDGRADE,CG - GPA,87,N,,GPA GASOLINE,RANDY THOMPSON,15-Apr-05
CPF,MIDGRADE,CG - GPA,88,N,,GPA GASOLINE,BARRY DUFFIN,4-Apr-08
CPG,MIDGRADE,CG,88,N,,TOP TIER ADDITIZED,TONY PATAK,25-Sep-14
CT9,MIDGRADE,CG-CARB,89,N,,CARB,JERRY HINSON,29-Feb-96
CV1,MIDGRADE,Bronze Ethanol Gasoline,87,A,8,Canada Bronze Ethanol Gasoline,Tim Drinkard,6-Oct-16
CV2,MIDGRADE,Bronze Ethanol Gasoline Dyed,87,A,8,Canada Bronze Ethanol Gasoline Dyed,Tim Drinkard,6-Oct-16
CV3,MIDGRADE,Bronze Ethanol Gasoline,87,A,9,Canada Bronze Ethanol Gasoline,Tim Drinkard,6-Oct-16
CV4,MIDGRADE,Bronze Ethanol Gasoline Dyed,87,A,9,Canada Bronze Ethanol Gasoline Dyed,Tim Drinkard,6-Oct-16
CV5,MIDGRADE,Generic Ethanol Gasoline DCA,87,A,8,Canada Generic Ethanol Gasoline DCA,Tim Drinkard,6-Oct-16
CV6,MIDGRADE,Generic Ethanol Gasoline Dyed DCA,87,A,8,Canada Generic Ethanol Gasoline Dyed DCA,Tim Drinkard,6-Oct-16
CV7,MIDGRADE,Bronze Ethanol Gasoline E5,87,A,5,Canada Bronze Ethanol Gasoline E5,Tim Drinkard,6-Oct-16
CV8,MIDGRADE,Regular Ethanol Gasoline E5,87,A,5,Canada Regular Ethanol Gasoline E5,Tim Drinkard,6-Oct-16
D,REGULAR,CG,,N,,,,2-Nov-94
D00,REGULAR,CG,87,N,,Clear 87 TOP TIER ADDITIZED,Brian O'Neill,1-May-18
D01,REGULAR,REGULAR SUBGRADE UNLEADED GASOLINE,82,N,,CG,JEAN PICKETT,14-Aug-17
D02,REGULAR,CG,82.4,N,,,LISA WILLIAMS,17-Nov-10
D03,REGULAR,CG,87,M,,,GORLYN HARRYMAN,15-May-95
D04,REGULAR,CG,87,A,7.8,,DOREE HAZEN,25-May-95
D05,REGULAR,CG,89,A,4,,LISA WILLIAMS,19-Oct-10
D06,REGULAR,CG,89,A,4,,LISA WILLIAMS,19-Oct-10
D07,REGULAR,CG,82.4,N,,,LISA WILLIAMS,17-Nov-10
D08,REGULAR,CG,87,N,,,BOB SCHERR,14-Sep-95
D09,REGULAR,CG,87,A,10,10% OXY/90% SUBGRADE,JIM SELLERS,18-Nov-97
D0A,REGULAR,CG-CBOB,87,Y,10,CANADA CBOB FOR BLENDING WITH 10% ETHANOL DYED,TIM DRINKARD,21-Aug-13
D0B,REGULAR,CG,87,E,,,SARA GLEASON,15-May-02
D0C,REGULAR,CG,87,E,,,SARA GLEASON,15-May-02
D0D,REGULAR,CG,87,E,,,SARA GLEASON,15-May-02
D0E,REGULAR,CG,87,E,,,SARA GLEASON,15-May-02
D0F,REGULAR,CG,87,A,10,10% OXY/90% SUBGRADE OVERADDITIZED,ELAINE PURYEAR,23-Apr-10
D0G,REGULAR,CG,84,N,,SUBGRADE PIPLINE DESTIINED FOR ARIZONA,JEAN PICKETT,10-Sep-10
D0H,REGULAR,CG,84,N,,SUBGRADE PIPELINE DESTINED FOR ARIZONA AND NEVADA,LISA WILLIAMS,30-Nov-10
D0I,REGULAR,CG,87,N,,Clear 87 UNB,Brian O'Neill,1-May-18
D0J,REGULAR,CG,84,N,,SUBGRADE PIPELINE DESTINED FOR ARIZONA AND NEVADA,LISA WILLIAMS,30-Nov-10
D0K,REGULAR,CG,84,N,,SUBGRADE PIPELINE DESTINED FOR ARIZONA AND NEVADA,LISA WILLIAMS,30-Nov-10
D0L,REGULAR,CG,86,A,10,,TIM DRINKARD,3-May-13
D0M,REGULAR,CG,84,N,,SUBGRADE PIPELINE DESTINED FOR ARIZONA AND NEVADA,LISA WILLIAMS,30-Nov-10
D0N,REGULAR,CG-CBOB,87,Y,10,CANADA TOPTIER CBOB FOR BLENDING WITH 10% ETHANOL DYED,TIM DRINKARD,21-Aug-13
D0P,REGULAR,CG,87,Y,10,CANADA REGULAR E10 GASOLINE DYED,TIM DRINKARD,21-Aug-13
D0Q,REGULAR,CG,86,N,10,,MARGARET WARD,14-Dec-17
D0R,REGULAR,CG,87,N,,CANADA TOPTIER CG DYED,TIM DRINKARD,27-Aug-13
D0S,REGULAR,CG,87,N,,CANADA REGULAR GASOLINE DYED,TIM DRINKARD,27-Aug-13
D0T,REGULAR,CG,87,N,,CANADA REGULAR GASOLINE DYED,TIM DRINKARD,27-Aug-13
D0U,REGULAR,CG-CBOB,87,A,10,CANADA REGULAR E10 GASOLINE DYED,TIM DRINKARD,28-Oct-13
D0V,REGULAR,CG,87,N,,CANADA REGULAR GASOLINE DYED,TIM DRINKARD,4-Nov-13
D0W,REGULAR,CG,80,A,10,OVERADDITIZED REQUIRES 10% ETOH,Abe Dyck,25-Aug-17
D0X,REGULAR,CG,80,A,10,OVERADDITIZED REQUIRES 10% ETOH,Abe Dyck,25-Aug-17
D0Y,REGULAR,CG,80,A,10,OVERADDITIZED REQUIRES 10% ETOH,Abe Dyck,25-Aug-17
D0Z,REGULAR,CG,87,N,,FOR EXPORT TO CANADA,ALBERT BIANCHI,28-Jun-18
D10,REGULAR,CG,87,N,,FOR OFFSITE BLENDING,JAVAN GRIGSBY,10-Oct-95
D11,REGULAR,CG,87,N,,FOR BLENDING WITH 10% ETHANOL,CHRIS BULLARD,17-Oct-95
D12,REGULAR,CG,87,N,,FOR BLENDING WITH 10% ETHANOL,CHRIS BULLARD,17-Oct-95
D13,REGULAR,CG,85,N,,,GORLYN HARRYMAN,23-Oct-95
D14,REGULAR,CG,85,N,,,GORLYN HARRYMAN,27-May-15
D15,REGULAR,CG,87,N,,CANADA REGULAR E10 GASOLINE DYED 80ppmS,TIM DRINKARD,24-Oct-95
D16,REGULAR,CG,85.5,A,10,,GORLYN HARRYMAN,25-Oct-95
D17,REGULAR,CG,87,Y,10,CANADA REGULAR E10 GASOLINE DYED 80ppmS,TIM DRINKARD,27-May-15
D18,REGULAR,CG,86,N,,,DAVID WOMBLE,6-May-96
D19,REGULAR,CG,84,N,,SUBOCTANE,MARGARET WARD,31-Mar-10
D1A,REGULAR,SUBOCTANE,87,N,,,BEV THOMPSON,7-Oct-02
D1B,REGULAR,CG,87,A,10,Overadditized,REGGIE WILLIAMS,9-Aug-18
D1C,REGULAR,CG,85,A,10,,MANSOOR AHMAD,20-May-04
D1D,REGULAR,CG,85,A,10,TOP TIER ADDITIZED,LISA WILLIAMS,5-Sep-13
D1E,RUL 87 VOC2 RFG ETOH 3.5-4.0 T250 USA,RFG,87,A,10,TOP TEIR ADDITIZED,Janie Morales,29-Jun-18
D1F,REGULAR,CG,85,A,10,TOP TIER ADDITIZED,LISA WILLIAMS,5-Sep-13
D1G,REGULAR,CG,85,A,10,TOP TIER ADDITIZED,LISA WILLIAMS,5-Sep-13
D1H,REGULAR,CG,87,A,10,TOP TIER ADDITIZED,LISA WILLIAMS,5-Sep-13
D1J,REGULAR,CG,87,A,10,TOP TIER ADDITIZED,LISA WILLIAMS,5-Sep-13
D1K,REGULAR,CG,87,A,10,TOP TIER ADDITIZED,LISA WILLIAMS,5-Sep-13
D1M,REGULAR,CG,87,N,,TOP TIER ADDITIZED,LISA WILLIAMS,5-Sep-13
D1N,REGULAR,CG,87,N,,TOP TIER ADDITIZED,LISA WILLIAMS,5-Sep-13
D1O,REGULAR,CG,87,N,,TOP TIER ADDITIZED,LISA WILLIAMS,5-Sep-13
D1P,REGULAR,CG,85,A,10,TOP TIER ADDITIZED/LOW SULFUR,LISA WILLIAMS,5-Sep-13
D1Q,REGULAR,CG,85,A,10,TOP TIER ADDITIZED/LOW SULFUR,LISA WILLIAMS,5-Sep-13
D1R,REGULAR,CG,85,A,10,TOP TIER ADDITIZED/LOW SULFUR,LISA WILLIAMS,5-Sep-13
D1S,REGULAR,CG,86,N,,CANADA REGULAR GASOLINE DYED,TIM DRINKARD,5-Nov-13
D1T,REGULAR,CG,86,N,,CANADA REGULAR GASOLINE DYED,TIM DRINKARD,5-Nov-13
D1U,CONV REG 86.3 H U,CG,86.3,A,7,,STEVE WOOD,26-Mar-19
D1V,REGULAR,REGULAR UNLEADED GASOLINE,87,A,15,CG,JEAN PICKETT,11-Sep-17
D1W,REGULAR,REGULAR UNLEADED GASOLINE,85,A,15,CG,JEAN PICKETT,11-Sep-17
D1X,REGULAR,CG,87,N,,Clear 87 BRD,Brian O'Neill,1-May-18
D1Y,CONV REG 86.3 E7 B,CG,86.3,A,7,,STEVE WOOD,26-Mar-19
D1Z,REGULAR,CG,87,N,,Clear 87 TOP TIER ADDITIZED,Brian O'Neill,1-May-18
D21,REGULAR,SUBOCTANE,84,N,,SUBOCTANE,MARGARET WARD,31-Mar-10
D22,REGULAR,SUBOCTANE,84,N,,,MARGARET WARD,31-Mar-10
D23,REGULAR,SUBOCTANE,84,N,,,MARGARET WARD,31-Mar-10
D24,REGULAR,CG,84,N,,,DAVE JOHNSON,7-Oct-96
D25,REGULAR,CG,89,A,10,,DAVID WOMBLE,3-Nov-97
D26,REGULAR,CG,89,A,10,,DAVID WOMBLE,3-Nov-97
D27,REGULAR,CG,83.5,N,,SUBGRADE BASE FOR BLENDING WITH 10% ETOH,LISA WILLIAMS,20-Apr-10
D28,REGULAR,CG,85,A,5.7,,RANDY THOMPSON,29-Dec-03
D29,REGULAR,CG,86.3,N,,,SARA GLEASON,15-May-02
D2A,REGULAR,CG,86.3,N,,,SARA GLEASON,15-May-02
D2B,REGULAR,CG,86.3,N,,,SARA GLEASON,15-May-02
D2C,REGULAR,CG,86.3,N,,,SARA GLEASON,15-May-02
D2D,REGULAR,CG,86.3,A,8,,SARA GLEASON,15-May-02
D2E,REGULAR,SUBOCTANE,84,N,,,MARGARET WARD,31-Mar-10
D2F,REGULAR,SUBOCTANE,84,N,,,MARGARET WARD,31-Mar-10
D2G,REGULAR,CG,87,A,10,SUBOCTANE BLENDED WITH ETHANOL,MARGARET WARD,31-Mar-10
D2H,REGULAR,CG,87,A,10,SUBOCTANE BLENDED WITH ETHANOL,MARGARET WARD,31-Mar-10
D2I,CONV REG 86.3 H U,CG,86.3,A,7,,STEVE WOOD,26-Mar-19
D2J,REGULAR,CG,87,A,10,SUBOCTANE BLENDED WITH ETHANOL,MARGARET WARD,31-Mar-10
D2K,REGULAR,CG,87,A,10,SUBOCTANE BLENDED WITH ETHANOL,MARGARET WARD,31-Mar-10
D2L,CONV REG 86.3 E7 B,CG,86.3,A,7,,STEVE WOOD,26-Mar-19
D2M,REGULAR,CG,87,A,10,SUBOCTANE BLENDED WITH ETHANOL,MARGARET WARD,31-Mar-10
D2N,REGULAR,CG,87,A,10,SUBOCTANE BLENDED WITH ETHANOL,MARGARET WARD,31-Mar-10
D2P,REGULAR,SUBOCTANE,84,A,,SUBOCTANE FOR BLENDING WITH ETHANOL,MARGARET WARD,7-Apr-10
D2Q,REGULAR,CG,89,A,10,OVERADDITIZED 10%ETHANOL/90% REG,MARGARET WARD,15-Dec-10
D2R,REGULAR,CG,84.2,N,,,LISA WILLIAMS,20-May-10
D2S,REGULAR,CG,84.2,N,,MISSOURI SPECIFICATIONS,LISA WILLIAMS,20-May-10
D2T,REGULAR,CG,84.2,N,,MISSOURI SPECIFICATIONS,LISA WILLIAMS,20-May-10
D2U,REGULAR,CG,86.3,A,10,TOP TIER ADDITIZED,TONY PATAK,10-Dec-14
D2V,REGULAR,CG,83.5,N,,SUBGRADE BASE FOR BLENDING WITH 10% ETOH,LISA WILLIAMS,24-Sep-10
D2W,REGULAR,CG,86.3,A,10,TOP TIER ADDITIZED,TONY PATAK,10-Dec-14
D2X,RUL 87 NVOC RFG ETOH 3.5-4.0 T250 USA,RFG,87,A,10,TOP TEIR ADDITIZED,Janie Morales,29-Jun-18
D2Y,CONV REG 86.3 H U,CG,86.3,A,7,,STEVE WOOD,12-Apr-19
D2Z,REGULAR,RFG,87,A,10,Branded for Exxon/Mobil @ Manassas,Frank McNasby,30-Jul-19
D30,REGULAR,CG,86.3,A,10,,JERRY HINSON,8-Oct-96
D31,REGULAR,CG,86.3,A,10,,JERRY HINSON,8-Oct-96
D32,REGULAR,CG,87,N,,,JERRY HINSON,8-Oct-96
D33,REGULAR,CG,86.3,A,10,,RICH KLAWUNN,3-Mar-08
D34,REGULAR,CG,86.3,A,10,,RICH KLAWUNN,12-Mar-08
D35,REGULAR,CG,86.3,A,10,,RICH KLAWUNN,12-Mar-08
D36,CONV REG 87,CG,87,A,5,Conv Regular 87 octane w/5% ethanol (unbranded) <9# RVP,STEVE WOOD,28-Mar-19
D37,REGULAR,CG,86.3,A,7.8,,JERRY HINSON,15-Oct-96
D38,CONV REG 87,CG,87,A,5,Conv Regular 87 octane w/5% ethanol (Branded) <9# RVP,STEVE WOOD,28-Mar-19
D39,REGULAR,CG,85,A,8.9,,DAVID WOMBLE,18-Oct-96
D3A,REGULAR,CG,87,N,,,LINDA  GILPATRICK,21-Nov-94
D3B,REGULAR,CG,87,N,,,LINDA  GILPATRICK,21-Nov-94
D3C,REGULAR,CG,87,N,,,LINDA  GILPATRICK,21-Nov-94
D3D,REGULAR,CG,87,N,,,LINDA  GILPATRICK,21-Nov-94
D3E,REGULAR,CG,87,N,,,LINDA  GILPATRICK,21-Nov-94
D3F,REGULAR,CG,87,N,,,LINDA  GILPATRICK,21-Nov-94
D3G,REGULAR,CG,87,N,,,LINDA  GILPATRICK,21-Nov-94
D3H,REGULAR,CG,87,N,,,LINDA  GILPATRICK,21-Nov-94
D3I,REGULAR,CG,87,N,,,LINDA  GILPATRICK,21-Nov-94
D3J,REGULAR,CG,87,A,10,87 OCT CONV 3.5W% ETHANOL BRANDED,AJ MEADE,4-Nov-11
D3K,REGULAR,CG,87,N,,,LINDA  GILPATRICK,21-Nov-94
D3L,CONV REG 87,CG,87,A,5,Conv Regular 87 octane w/5% ethanol (Top Tier) <9# RVP,STEVE WOOD,28-Mar-19
D3M,REGULAR,CG,,M,,,,2-Nov-94
D3N,REGULAR,CG,87,N,,FOR EXPORT TO CANADA,CHRIS BULLARD,1-Apr-10
D3P,REGULAR,CG,87,N,,FOR EXPORT TO CANADA,CHRIS BULLARD,30-Mar-11
 D3Q,REGULAR,CBOB,83,N,,CBOB SUBOCTANE BASE (87 oct post blend w/10% denatured ethanol),Steve Wood,7-May-19
D3R,REGULAR,CG,87,N,,,JERRY HINSON,12-Oct-94
 D3S,PREMIUM,CBOB,91,N,,CBOB SUBOCTANE BASE (93 oct post blend w/10% denatured ethanol),Steve Wood,7-May-19
D3T,REGULAR,RFG,87,A,10,Branded VOC Region1 for Exxon/Mobil @ Manassas,Frank McNasby,30-Jul-19
D3U,REGULAR,CG,87,N,,,JERRY HINSON,12-Dec-94
D3V,REGULAR,CG,85,N,,,CHRIS BULLARD,16-Jan-95
D3X,REGULAR,CG,85,A,10,,CHRIS BULLARD,16-Jan-95
D42,REGULAR,CG,86,N,,,JOE BRAZELL,28-Jan-97
D43,REGULAR,CG,86,N,,,JOE BRAZELL,28-Jan-97
D45,REGULAR,CG,86,N,,,JOE BRAZELL,28-Jan-97
D46,REGULAR,CG,86,N,,,JOE BRAZELL,28-Jan-97
D47,REGULAR,CG,85,N,,,JOE BRAZELL,28-Jan-97
D48,REGULAR,CG,85,N,,,JOE BRAZELL,28-Jan-97
D49,REGULAR,CG,85,N,,,JOE BRAZELL,28-Jan-97
D4A,REGULAR,CG,81.5,A,10,,LISA WILLIAMS,23-Feb-10
D4B,REGULAR,CG,81.5,A,10,,LISA WILLIAMS,23-Feb-10
D4C,REGULAR,CG,81.5,A,10,,LISA WILLIAMS,23-Feb-10
D4D,REGULAR,CG,81.5,A,10,OVERADDITIZED REQUIRES 10% ETOH,LISA WILLIAMS,23-Feb-10
D4E,REGULAR,CG,85,N,,,DAVE JOHNSON,2-Nov-94
D4F,REGULAR,CG,85,N,,,DAVE JOHNSON,2-Nov-94
D4G,REGULAR,CG,85,N,,,DAVE JOHNSON,2-Nov-94
D4H,REGULAR,CG,85.5,N,,,JERRY HINSON,15-Nov-94
D4I,REGULAR,CG,85.5,N,,,JERRY HINSON,28-Dec-94
D4J,REGULAR,CG,87,A,10,,CHRIS BULLARD,16-Jan-95
D4K,REGULAR,CG,85,A,10,,CHRIS BULLARD,16-Jan-95
D4L,REGULAR,CG,85.5,A,10,,RICH KLAWUNN,3-Mar-08
D4M,REGULAR,CG,81.5,A,10,OVERADDITIZED REQUIRES 10% ETOH,LISA WILLIAMS,23-Feb-10
